-0.845855334,-0.982347903,-0.841908471,-1,-0.879053674,-0.927746504,-0.809072272,-0.343339557,-0.992342969,-0.993423063,-0.970459963,-0.983541545,-0.993306956,-0.98376502,-0.984839627,-0.729069593,-0.965117692,-0.983690062,-0.979079432,-0.988589565,-0.991470159,-0.98164724,-0.986932294,-0.993366628,-0.990938886,-0.980228214,-0.989288423,-0.971614379,-0.964717267,-0.988978714,-0.9832117,-0.974118562,-0.988772584,-0.990601157,-0.989254866,-0.989360299,-0.993846059,-0.984789776,1
-0.981227242,-0.985516706,-0.975455079,-0.98939195,0.122225023,-0.897995278,-0.747781352,-0.937294154,-0.99587549,-0.989121332,-0.976073303,-0.895086736,-0.924781019,-0.973743231,-0.992476353,-0.871552244,-0.919492867,-0.843186894,-0.978745835,-0.990711978,-0.994677414,-0.982390045,-0.994829073,-0.952190249,-1,-0.984851703,-0.995937616,-0.930509748,-0.971214005,-0.997866598,-0.967578792,-0.98540211,-0.964685056,-0.991093253,-0.991560498,-0.991431404,-0.995681336,-0.997148439,1
-0.517644202,-0.995637091,0.2276443,-0.990830917,-0.886004291,-0.987539838,-0.986638911,-0.913745077,-0.994861628,-0.991745079,-0.979101945,-0.998101039,-0.994691285,-0.956319476,-0.994195297,-0.943829585,-0.996609661,-0.88841291,-0.997368755,-0.99699536,-0.973185766,-0.989476986,-0.993297849,-0.997532316,-0.979063017,-0.995735093,-0.97921253,-0.998252554,-0.986409962,-0.990571538,-0.987614972,-1,-0.992486649,-0.994334365,-0.991186948,-0.99673043,-0.991543415,-0.993752756,1
-0.970136819,-0.996747748,-0.754389183,-0.984824405,-0.949928924,-0.922179807,-0.933086009,-0.629633328,-0.995257159,-0.991713633,-0.929594909,-0.982092989,-0.962232266,-0.95753237,-0.999271826,-0.945991835,-0.991315466,-0.979364508,-0.983978417,-0.999274669,-0.821197811,-0.993598126,-0.948035884,-0.986642288,-0.977614532,-0.881546819,-0.952369986,-0.987647889,-0.925623678,-0.988062065,-0.986274175,-0.974257426,-0.969156219,-0.986307393,-0.99755505,-0.998405384,-0.998747383,-1,1
-0.885200044,-0.937272074,-0.862659631,-0.988999295,-0.722385607,-0.94027534,-0.72042125,-0.931766681,-0.982951347,-0.988226873,-0.946363064,-0.983196368,-1,-0.991320276,-0.980201084,-0.845874081,-0.987537356,-0.962734088,-0.867699948,-0.972056982,-0.953393317,-0.975779054,-0.988570354,-0.938555469,-0.966640821,-0.957786668,-0.980292242,-0.806412352,-0.675217639,-0.966617212,-0.976400738,-0.936471945,-0.955481251,-0.973987015,-0.969906112,-0.986938126,-0.96754667,-0.97824889,1
-0.972918885,-0.995267593,-0.985727741,-1,-0.554888877,-0.991155112,-0.910222164,-0.993418371,-0.99701131,-0.996017794,-0.98318834,-0.988727782,-0.996444283,-0.994417974,-0.996556898,-0.883224441,-0.9982815,-0.981887904,-0.991199556,-0.995202059,-0.93088243,-0.999183624,-0.997726464,-0.990696763,-0.993283293,-0.983489376,-0.994946934,-0.959414826,-0.961348159,-0.972079101,-0.992234952,-0.961042334,-0.968587687,-0.99736042,-0.988760405,-0.996802598,-0.993012339,-0.996424309,1
-0.837410863,-0.987540134,0.89929681,-0.98710122,1,-0.820130698,-0.964115194,-0.896910523,-0.99149265,-0.996350032,-0.634901186,-0.9909661,-0.9652307,-0.948974699,-0.992527056,0.388105785,-0.996602039,-0.948459929,-0.945179696,-0.990780992,-0.987943739,-0.993878588,-1,-0.986398563,-0.991332686,-0.990725637,-0.986863198,-0.987493363,-0.842168756,-0.991622234,-0.982178459,-0.987709485,-0.894514383,-0.988092383,-0.813183174,-0.989737967,-0.970157288,-0.98633028,0.135463576
-0.973579118,-1,-0.910861156,-0.996572917,-0.927140531,-0.993216854,-0.840455478,-0.993146862,-0.997148968,-0.994883791,-0.981571506,-0.998566335,-0.995890902,-0.990257583,-0.991148961,-0.906516781,-0.998628652,-0.959540257,-0.985544237,-0.994550674,-0.985539411,-0.989317276,-0.988342115,-0.995826433,-0.997781094,-0.979021538,-0.995179064,-0.999386857,-0.993282873,-0.995763894,-0.996334982,-0.996247505,-0.998558244,-0.996370128,-0.989173336,-0.997373942,-0.997727435,-0.99997425,1
-0.9727508,-0.99531883,-0.972978817,-0.999273549,-0.467243349,-0.981720725,-0.760105346,-0.982489327,-0.995916501,-0.993881061,-0.938317131,-0.999380891,-0.993796469,-1,-0.998616197,-0.364664083,-0.970179488,-0.981914677,-0.976190253,-0.989633838,-0.998088551,-0.992614465,-0.994388093,-0.99304909,-0.992190919,-0.988716129,-0.99209726,-0.903411101,-0.983205748,-0.99690802,-0.991722211,-0.960268825,-0.982845077,-0.995780032,-0.993682924,-0.997863465,-0.995194546,-0.995896942,1
-0.950966737,-0.992966803,-0.881077704,-0.981270391,-0.885787613,-0.532547347,-0.794022081,1,-0.994694454,-0.998475015,-0.95207222,-0.884557174,-0.989723041,-0.952460504,-0.988393776,-0.939175593,-0.876034276,-0.952690409,-0.97833805,-0.994937404,-0.990156794,-0.992741165,-0.999899737,-0.9929901,-0.996970629,-1,-0.996876836,-0.993601765,-0.987214837,-0.999136294,-0.999269917,-0.973543998,-0.97930006,-0.995512141,-0.991533199,-0.992034331,-0.997100036,-0.989108881,0.468523307
