-0.623025896,-0.446882815,-0.719629695,-0.93153699,-0.317855697,-0.79863596,-0.944071566,-0.771167231,-1,-1,-0.953788792,-0.958053674,-0.873195063,-0.833299372,-1,-0.552745123,-1,-0.945724971,-0.939136384,-1,-0.92428231,-0.93020785,-0.925443782,-1,-1,-0.852322015,-1,-0.732596248,-0.858368205,-1,-1,-0.890063635,-1,-1,-1,-1,-1,-1,1
-0.617137548,-0.566501205,-0.356029467,-0.768514,-0.430371498,-0.960318387,-0.612043917,-0.980159193,-1,-1,-0.91188509,-0.734177424,-0.93734497,-0.945191532,-0.831340653,-0.850497153,-0.768677992,-0.929521901,-0.730054532,-0.833637439,-0.947137199,-1,-0.800043981,-0.888374579,-0.865936752,-0.953711398,-1,-0.8755837,-0.901405706,-0.790942959,-0.933870592,-0.799426112,-0.795910302,-1,-1,-1,-0.814198469,-1,1
-0.455809859,-1,-0.327036131,-1,-0.277424067,-0.636992455,-0.707258736,-0.483454126,-1,-1,-0.749987568,-0.933219612,-0.857547741,-0.902252872,-1,-0.184077646,-1,-0.79677338,-0.884414856,-1,-0.878341437,-1,-0.915508512,-1,-1,-0.925726015,-0.705698493,-0.740791519,-0.480968479,-0.938763446,-0.786906759,-0.868077625,-1,-0.925726015,-0.801851221,-1,-1,-0.916469967,1
-0.792954998,-0.816390488,-0.644005958,-1,-0.409026363,-0.764147354,-0.605748234,-0.637646128,-1,-0.858760757,-0.773014624,-0.724800298,-0.90547892,-1,-1,-0.472785635,-0.936115404,-0.900070081,-0.797048585,-1,-0.948636093,-1,-0.948949671,-1,-0.953126332,-0.8093329,-0.906669543,-0.796773311,-0.710576775,-1,-0.859148038,-0.946415742,-0.941349428,-1,-0.941349428,-1,-1,-1,1
-0.832433537,0.483443869,-0.862699957,-0.942199931,-0.606991422,-1,-0.416344385,-1,-1,-0.896408726,-0.247337856,-0.917108333,-1,-1,-1,-0.828312077,-0.669460238,-0.750726431,-0.096947147,-0.832371058,-0.337220608,-0.930767306,-0.741644459,-0.74578808,-1,-1,-0.899023143,-0.917108333,-0.678655392,-1,-1,-1,-1,-1,-1,-1,-0.922567619,-1,1
-0.530509873,-0.264927135,-0.385207555,-1,-0.086282004,-0.939377201,-0.502040309,-0.82125887,-1,-1,-0.382854958,-0.908466221,-0.914197807,-0.715057012,-1,-0.107889171,-0.554805696,-0.921527132,0.805377429,-0.638116421,-0.900123972,-0.906366224,-1,-0.36103941,-1,-0.782350595,-1,-0.730839978,-0.748531742,-1,-0.898972105,-0.821526131,-0.72224659,-1,-0.880293346,-1,-1,-1,1
-0.923062891,-0.152405732,-0.621654165,-0.849085989,-0.758022727,-1,-0.523444029,-0.944235808,-1,-1,-0.792819485,-0.815571255,-0.863274998,-0.944235808,-0.912048319,-0.901207426,-0.399434402,-0.913169563,-0.209479435,-0.460639795,-1,-0.876365002,-0.855700551,-0.728785002,-0.804816258,-0.866965407,-1,-0.76688532,-0.758293052,-1,-1,-0.809481703,-1,-0.784878815,-1,-1,-1,-1,1
-0.664693422,-0.418405549,-0.700770198,-0.929019081,-0.385502191,-1,-0.654665993,-0.7396097,-1,-0.909748779,-0.762150497,-0.847506216,-1,-0.681035286,-0.83774486,-0.839523459,-0.939900163,-0.840867858,-0.39731027,-0.917527346,-0.705357297,-0.83162161,-0.77956451,-0.743248905,-1,-0.812563801,-0.829909413,-0.702600545,-1,-1,-1,-1,-1,-1,-1,-0.929776822,-1,-1,1
-0.698586579,-0.071619776,-0.908739051,-1,-0.395958499,-0.941256806,-0.699207886,-1,-1,-1,-0.067272214,-1,-1,-1,-1,-1,-0.641302988,-0.67495609,0.167891429,-1,-0.578601214,-0.836712259,-0.910192425,-0.666076836,-1,-0.951624472,-0.90929435,-0.908820256,-0.607754036,-0.766321323,-1,-0.941256806,-1,-1,-0.935720473,-1,-0.864022609,-1,1
-0.852665839,-1,-0.519378663,-0.907586049,-0.715236226,-0.167174021,-0.680171472,0.544954716,-1,-0.972208377,-0.957908386,-0.435261261,-0.92988268,-0.945838125,-1,-0.777719251,-0.776938534,-0.952652852,-0.946419029,-0.941681123,-0.727908567,-1,-1,-1,-0.927464841,-0.953680628,-1,-0.984217617,-1,-0.94492754,-0.938247014,-0.820545777,-1,-1,-1,-1,-1,-1,1
-0.71228449,0.91221161,-0.676110648,-0.725067634,-0.885850665,-1,-0.864956007,-0.747347277,-1,-1,-0.875218868,-1,-0.751640902,-0.869110468,-0.601158566,-0.949774966,-0.865712925,-0.502688302,-1,-1,-0.691575493,-0.365776705,-0.490991422,-1,-1,-0.919645971,-0.409592209,-0.849355026,-0.787509227,-1,-1,-0.802176406,-1,-0.919645971,-1,-1,-1,-1,1
-0.422558546,-0.739390185,-0.322279913,-0.716648032,-0.790902098,-0.925553453,-0.584432695,-0.019245814,-1,-1,-0.548839508,-0.690712396,-0.717162681,-0.721590978,-0.83170766,-0.861591526,-0.838292366,-0.058724249,-1,-1,-0.850472737,-0.806108778,-1,-1,-1,-1,-0.816350842,-1,-0.825519324,-1,-1,-1,-0.912978441,-1,-1,-1,-0.965196598,-1,1
-0.649543731,-0.208532558,-0.926845377,-0.612957929,-0.828497349,-1,-0.459410878,-1,-1,-1,-0.746284199,-0.456649778,-0.939254313,-0.931548632,-0.803096941,-0.797636639,-0.719338574,-0.679043658,-0.496421265,-0.801453833,-0.866594289,-1,-0.95447344,-0.90502135,-1,-1,-0.918725214,-0.858011233,-0.790002205,-1,-1,-0.852276264,-1,-1,-1,-1,-1,-1,1
-0.783799953,-0.720845415,-0.57580523,-1,-0.378262837,-1,-0.553053372,-0.682119264,-1,-1,-0.782271946,-1,-1,-0.735726893,-1,-0.648700379,-0.867032087,-0.854508874,-0.403483164,-0.766620597,-0.672679246,-0.781835043,-1,-0.830005525,-1,-0.904884427,-0.919505882,-0.770024348,-0.571512897,-0.846124268,-0.886346472,-0.945874316,-1,-1,-0.81395945,-1,-0.931103007,-1,1
